Part_Number,Dataset,Count,LGB_Winkler_80CI_Mean,LGB_Winkler_80CI_Std,LGB_PICP_80CI,LGB_Winkler_50CI_Mean,LGB_Winkler_50CI_Std,LGB_PICP_50CI,LGB_Q10,LGB_Q90,LGB_Median_Q10_Q90,LGB_Q25,LGB_Q75,LGB_Median_Q25_Q75,LGB_MAE_Mean,LGB_MAE_Std,TF_Winkler_80CI_Mean,TF_Winkler_80CI_Std,TF_PICP_80CI,TF_Winkler_50CI_Mean,TF_Winkler_50CI_Std,TF_PICP_50CI,TF_Q10,TF_Q90,TF_Median_Q10_Q90,TF_Q25,TF_Q75,TF_Median_Q25_Q75,TF_MAE_Mean,TF_MAE_Std,LGB_PICP_80CI_Pct,LGB_PICP_50CI_Pct,TF_PICP_80CI_Pct,TF_PICP_50CI_Pct
2042M67P04,Test,3,13.47895070617903,1.864662329125314,0.6666666666666666,9.126268122894993,3.1581311980972178,0.3333333333333333,7.836743474331892,20.819798884988757,12.24838307372509,10.187058987836927,17.412594702508567,6.950076606964213,6.718648869919458,6.442857863321851,15.815134811401366,0.9643110261434922,0.3333333333333333,10.227157910664877,2.3447291239416397,0.3333333333333333,9.867269,25.20439,14.939199,13.032092,20.740456,7.5603733,8.292889277140299,5.281113457287184,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333
2042M67P04,Validation,3,12.44487258613338,0.8934810369750475,0.6666666666666666,9.641698883414795,1.9720522379360577,0.0,7.521180240072479,19.448292198632416,12.05521038556349,9.783755106372547,17.263327994593915,7.252118459902233,8.378453860077919,4.813259954174383,13.499777603149413,0.9692583030227603,0.3333333333333333,8.912151177724201,2.182256790047648,0.3333333333333333,6.6964226,19.802755,12.855462,9.268893,15.879489,6.5039434,7.560176213582355,4.493616160009716,66.66666666666666,0.0,33.33333333333333,33.33333333333333
2050067-101,Test,3,9.500143130481861,0.21076947091457765,1.0,5.760433805208277,0.21360760587366717,0.6666666666666666,1.8421828742774917,11.342326004759352,9.444568974520545,3.481810407629034,9.050685126381982,5.54532516832648,2.013918096958828,1.6905494654842437,10.428060531616211,0.3791631662444636,1.0,5.19873849550883,0.22750631197643728,0.6666666666666666,3.756972,14.185032,10.393648,5.620936,10.803245,5.1856084,1.5861902236938492,0.9727924536844772,100.0,66.66666666666666,100.0,66.66666666666666
2050067-101,Validation,3,9.47554331556855,0.47091574449623413,0.3333333333333333,6.351542244368178,0.8032165532027719,0.3333333333333333,2.6454417832268526,11.981803342152643,9.058963170524233,4.021479175244559,9.519976807200772,5.448737425365514,3.569446088077244,2.2098178608191654,8.703680102030436,0.8665764296192576,0.3333333333333333,5.203259627024333,0.9740932728835507,0.3333333333333333,2.4264114,10.965459,8.523981,3.8882282,8.158945,4.2568035,3.64337428410848,1.744292743252896,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
2056C0000-01,Test,3,16.285249782681017,1.0031106193662789,0.3333333333333333,10.112606561814673,0.8739475628250332,0.0,17.24845288706482,33.167278625189546,15.877788163244158,19.844816472007807,27.868348131151908,8.015533174650358,7.983194033427105,2.0206936190427633,21.872322845458985,2.1039008671360278,0.0,14.208561579386393,2.6230408223808075,0.0,18.4574,39.77158,20.388636,23.0065,33.545147,10.158579,12.86100578308106,4.462067406629069,33.33333333333333,0.0,0.0,0.0
2056C0000-01,Validation,3,16.435941898986428,0.7203252848453933,1.0,8.386933979565518,1.147412676308302,0.6666666666666666,17.49709008008733,33.93303197907375,16.542628980639748,20.45437278569261,28.365925738024725,8.368927212575453,3.4345848968948673,2.540850117262208,18.884063720703125,0.22949929000215566,1.0,9.76945432027181,0.4650565603524287,0.6666666666666666,15.900538,34.784603,18.856129,19.987202,29.354307,9.336855,3.4634310404459634,2.329550647089732,100.0,66.66666666666666,100.0,66.66666666666666
20791-02AB,Test,3,9.719765650923545,0.13826756828434525,0.6666666666666666,6.4505270566074175,0.5990490617107206,0.3333333333333333,4.1044233546651405,13.808210937991632,9.684665403830447,5.753118980029668,11.206544746419842,5.537020064937338,4.446782685668093,2.17314179553549,12.577459971110025,0.30146741279068945,1.0,6.336868127187093,0.12995639757384142,0.6666666666666666,5.9579406,18.5354,12.570213,8.386233,14.686297,6.286051,2.752832412719726,0.46111826321787897,66.66666666666666,33.33333333333333,100.0,66.66666666666666
20791-02AB,Validation,3,10.459632540125877,0.1240122285335455,1.0,6.1045557645730115,0.08744060223698154,0.6666666666666666,4.927093891948658,15.386726432074534,10.520389669756149,6.883546257575136,12.795858172472942,5.983138971545023,2.234670078682968,1.0441458591539983,10.827056884765625,0.13835659898722344,1.0,5.383261839548747,0.07137785881283086,1.0,4.1721687,14.999227,10.866243,6.1610374,11.544299,5.4128685,1.7341324488321943,0.6341619821439749,100.0,66.66666666666666,100.0,100.0
20791-13AC,Test,3,11.26317399314433,1.2408090824688192,0.6666666666666666,6.956979676984612,0.800535139694476,0.6666666666666666,5.427781962828759,16.602645654657717,10.805779928665562,7.090781020188879,13.375886208709957,5.88611000475804,3.0202275618675856,3.1653734140626586,13.22867488861084,0.7252480475575346,1.0,6.805947621663411,0.4931534715459939,0.6666666666666666,7.055815,20.28449,13.472984,9.6643,16.289927,6.7571926,2.3406133651733394,1.597494832696111,66.66666666666666,66.66666666666666,100.0,66.66666666666666
20791-13AC,Validation,3,9.447948541428312,0.4501346522975511,0.6666666666666666,6.71726871722203,1.3163557811982458,0.3333333333333333,4.429737337646959,13.580507977283759,8.88340816439383,5.896167466319594,11.146600384119596,5.236731485317863,5.871179499795957,3.2169037054393366,11.758366139729818,0.6226055654207535,0.6666666666666666,6.767797629038493,1.2369188675605545,0.6666666666666666,5.0742154,16.66722,11.141581,7.263122,13.032527,5.5543294,3.584383328755695,3.706316066070767,66.66666666666666,33.33333333333333,66.66666666666666,66.66666666666666
20791-13AD,Test,3,11.832356376891498,0.41780141773965473,0.6666666666666666,7.387193957944048,0.5401578625872909,0.3333333333333333,7.525623091147644,19.34578600879853,11.601050361905093,9.46007097728829,16.184757038593997,6.756160586591708,4.094823520944842,1.0981516403393934,14.155848248799643,0.5237739514950943,0.3333333333333333,8.351350943247477,1.1531008563999756,0.3333333333333333,8.10683,22.1341,14.13564,10.935905,17.995432,7.1353855,5.5275570551554365,2.863651841876635,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333
20791-13AD,Validation,3,12.620637310694798,0.5046660443999432,1.0,7.554614587363422,0.4769901780762045,1.0,7.570903335621932,20.191540646316728,12.311370527850535,9.748941629569108,17.30355621693253,7.404319882583502,1.4318295638890348,0.6395256418943202,12.866527557373047,0.2591529111270959,1.0,6.460704485575358,0.12600747497411693,1.0,6.4879208,19.354448,12.749312,8.998397,15.459102,6.4003525,0.6486790974934884,0.34996280190091944,100.0,100.0,100.0,100.0
2080M35G04,Test,3,9.152365981102946,0.3624339264609135,0.6666666666666666,5.822483137035664,0.9670120904643147,0.3333333333333333,3.059077182536043,12.101533754048242,9.301136268372481,4.764869101389741,10.026073802247346,5.462482127173684,3.383067981819982,2.5022996600524334,12.068109194437662,0.30167821009873486,1.0,6.157358169555664,0.20834387775873356,0.6666666666666666,5.6088176,17.676926,12.020252,7.9300485,13.977563,6.0022564,2.3181489308675123,1.178387432351518,66.66666666666666,33.33333333333333,100.0,66.66666666666666
2080M35G04,Validation,3,8.660911480394397,0.16348926708439768,1.0,5.046801354037655,0.3757714863476163,0.3333333333333333,2.9928033661203055,11.653714846514701,8.67866098216863,4.550653689026632,9.190314057228354,4.562233032116962,2.32979880178307,1.8584244957133282,9.568785349527994,0.08000263565208278,1.0,5.090548912684123,0.22373427061114876,0.3333333333333333,3.3057444,12.87453,9.592552,5.0213933,9.775543,4.7558904,2.382185618082683,1.413656725700396,100.0,33.33333333333333,100.0,33.33333333333333
2100M64G01,Test,3,5.35814753455648,0.1634340672274566,1.0,3.7683089323949837,0.3346874890001586,1.0,1.2293409359866747,6.587488470543154,5.279429704995202,2.051296438378618,5.819605370773602,3.580085141928312,0.7367644215717992,0.6102554601574128,7.744735876719157,0.5714469638741485,1.0,4.110394716262817,0.46226806830522926,0.3333333333333333,2.0263216,9.771058,7.627621,3.3460758,7.2673135,3.853331,1.775830904642741,1.010348738883372,100.0,100.0,100.0,33.33333333333333
2100M64G01,Validation,3,4.997930303623918,0.13529361648960153,1.0,3.346614889340998,0.17938687870607523,0.6666666666666666,1.3305140763154675,6.328444379939385,5.017232492054395,2.059820677242898,5.383751328715622,3.3993891224909953,0.8838475067967401,0.37093269830256703,7.358806610107422,0.13692962531647243,1.0,3.8918338616689048,0.18945676078026866,0.6666666666666666,1.7045822,9.063389,7.285137,2.935249,6.682232,3.71,1.6525917053222658,0.698322125663329,100.0,66.66666666666666,100.0,66.66666666666666
2101M69G01,Test,3,4.859746627751083,0.19640521357647134,0.6666666666666666,3.2507819235837605,0.4911361702040495,0.3333333333333333,0.6380526589301432,5.4052181618506365,4.83098506141499,1.6749357999170356,4.401519222226068,2.8449171800567865,2.5156065236429423,0.9160800965902359,7.303684234619141,0.6438046499212328,1.0,3.9606014092763266,0.0748327382635448,0.6666666666666666,1.7446686,9.048353,7.6335573,2.9721806,6.7137985,3.8639479,1.4411549568176267,1.276447261953712,66.66666666666666,33.33333333333333,100.0,66.66666666666666
2101M69G01,Validation,3,4.245172924219425,0.1856424068628428,0.6666666666666666,3.064291625338704,0.5382554996645146,0.3333333333333333,0.551946432892258,4.7084224351956845,4.213128724463213,1.1718141487595906,3.847631071445875,2.675119909198118,1.9138479306756622,1.4142729934327594,6.042183876037598,0.3128628695275731,1.0,3.219376484553019,0.27173853133205184,0.6666666666666666,0.99737805,7.039562,6.197233,1.9929754,5.0956635,3.199657,1.256138881047566,0.885600825273512,66.66666666666666,33.33333333333333,100.0,66.66666666666666
2101M69G13,Test,3,4.134405616397154,0.1802199699236227,1.0,2.9688371342593105,0.1839796578322924,0.6666666666666666,0.5971770220846137,4.731582638481767,4.077297034068781,1.33768412031501,4.305506369020989,2.897371200701281,1.0907483042072363,0.4609375643960727,6.83241605758667,0.47710430173758017,1.0,3.5201913515726724,0.24433653260268864,1.0,1.4638859,8.296302,6.8912406,2.60019,6.120381,3.5258214,0.7329573631286621,0.651706487684823,100.0,66.66666666666666,100.0,100.0
2101M69G13,Validation,3,4.051361456274354,0.19546306105339883,0.6666666666666666,3.0583913440901367,0.5493660716721325,0.3333333333333333,0.49867754700612216,4.45136321535669,3.940516628713516,1.120253960532373,3.7760932913203917,2.6372974295166998,1.8486106667767803,1.4951870556704574,5.350024541219075,0.24327044952934407,1.0,2.9917776584625244,0.433194092358666,0.6666666666666666,0.649474,5.9994984,5.441141,1.5219363,4.2715607,2.777749,1.5395257472991937,1.0744017333797762,66.66666666666666,33.33333333333333,100.0,66.66666666666666
2117342-20,Test,3,14.466659703512363,0.45163151096538545,1.0,9.092243345828352,0.9434508401046623,0.3333333333333333,11.973400849583681,26.440060553096043,14.438072133198943,14.298181207748272,22.825036979137508,8.742782442114532,4.7055700409305885,2.252426337907705,16.953622182210285,0.2804072606633639,1.0,9.24492359161377,0.6693045172519644,0.3333333333333333,11.803243,28.756866,16.997307,15.368351,23.775389,8.4129925,5.050474166870121,2.4578832073004606,100.0,33.33333333333333,100.0,33.33333333333333
2117342-20,Validation,3,14.915345310190588,0.7310688419316981,1.0,8.913746017270844,0.44977692694087806,0.3333333333333333,11.671632134916171,26.586977445106758,15.305913857982848,14.41329846302453,23.212129488350687,8.914614497769263,4.1055817226393225,0.7633497969887332,15.870369593302408,0.3304058554100101,1.0,8.649245897928873,0.8797076765831794,0.3333333333333333,10.111582,25.98195,15.908062,13.424504,21.297464,7.8865376,5.223684310913089,2.1105452830008544,100.0,33.33333333333333,100.0,33.33333333333333
2118966-222,Test,3,10.526058657551578,0.4222455338481016,1.0,6.060065295846317,0.2525058839858724,0.6666666666666666,6.9693647437560715,17.49542340130765,10.430093800808734,9.365556289760518,15.269684312783225,5.760629632007198,1.8182770599571974,0.67612589678382,14.048293431599935,0.22805623895131183,0.6666666666666666,7.743184884389241,0.7085887053044245,0.3333333333333333,7.9419885,21.988626,14.116879,10.770466,17.846678,7.135086,4.665976206461587,1.5369221445368784,100.0,66.66666666666666,66.66666666666666,33.33333333333333
2118966-222,Validation,3,12.212007672294057,1.190786424539885,0.6666666666666666,7.638967160642761,1.825996417905796,0.3333333333333333,7.495074650483944,19.445078135383852,12.411967645815308,10.185358009069454,16.647288825470003,6.736360064995933,4.024510000436878,3.798963255457744,12.969501463572184,0.49418166204230063,0.6666666666666666,7.370341777801514,0.9812853346562392,0.3333333333333333,6.3481407,19.179642,12.597988,8.845206,15.290965,6.334673,4.7001895904541,2.3115095007657174,66.66666666666666,33.33333333333333,66.66666666666666,33.33333333333333
2118M94G03,Test,3,8.482061928024526,0.6642508776970101,1.0,4.913941455212299,0.7613497831022636,0.3333333333333333,2.0679665181346616,10.550028446159189,8.4521800834931,3.6368445040902437,8.198982112888473,4.823385484486803,3.06751402997302,1.201395319354597,10.40660826365153,0.27638088709579406,1.0,5.180779616038005,0.13357009006083084,1.0,3.975336,14.381944,10.465075,5.8761477,11.056928,5.212511,0.9674628575642922,0.46993699373635955,100.0,33.33333333333333,100.0,100.0
2118M94G03,Validation,3,8.60964829439642,0.34382461555773564,0.6666666666666666,4.936389413460906,0.7511122726894476,0.6666666666666666,2.2941640614845347,10.82243460927919,8.463668573595147,3.8454385453842193,8.346991474098722,4.645643392534988,2.1961171458160127,1.796680751141453,9.012914514541626,0.38854797534283225,0.6666666666666666,5.1137025356292725,0.7350940207001068,0.3333333333333333,2.8064508,11.703597,8.839242,4.3689785,8.788212,4.375859,2.842276414235433,2.1597561036646504,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333
2123M56P04,Test,3,12.142496086549167,0.08242158520029809,1.0,6.0152611681498245,0.06144979902881837,0.3333333333333333,6.2023589519969375,18.344855038546104,12.108221472011849,8.780644442562009,14.594237491748698,5.936359862580874,2.710690717698059,0.563179517593772,11.89383602142334,0.6106577690659095,1.0,6.177265644073485,0.2811726665355128,0.0,5.5478096,17.441645,12.007427,7.8007207,13.764014,6.038187,3.4028704961140925,0.2124929346989982,100.0,33.33333333333333,100.0,0.0
2123M56P04,Validation,3,12.526647074980701,0.9525583559251312,1.0,6.041553633372504,0.3987311226675201,0.6666666666666666,5.6324061793310705,18.15905325431177,12.749542271918406,8.707596593528185,14.504341695473007,5.792607181176047,2.5137879983832327,1.2924385328399302,12.164068222045898,0.5502444481794023,1.0,6.463113784790039,0.5789026984495873,0.3333333333333333,5.600071,17.76414,12.282224,7.918078,13.999957,6.1622906,3.5509052276611315,1.0941255366771874,100.0,66.66666666666666,100.0,33.33333333333333
